NACA1412
   1.00000	   0.00117
   0.99631	   0.00181
   0.99045	   0.00282
   0.98414	   0.00390
   0.97734	   0.00505
   0.96998	   0.00628
   0.96203	   0.00760
   0.95349	   0.00900
   0.94443	   0.01047
   0.93497	   0.01198
   0.92528	   0.01351
   0.91551	   0.01504
   0.90577	   0.01654
   0.89610	   0.01801
   0.88650	   0.01946
   0.87693	   0.02088
   0.86738	   0.02228
   0.85783	   0.02367
   0.84828	   0.02504
   0.83870	   0.02639
   0.82909	   0.02773
   0.81946	   0.02906
   0.80978	   0.03038
   0.80008	   0.03168
   0.79035	   0.03297
   0.78060	   0.03424
   0.77084	   0.03550
   0.76107	   0.03674
   0.75130	   0.03796
   0.74152	   0.03917
   0.73176	   0.04035
   0.72199	   0.04152
   0.71224	   0.04267
   0.70249	   0.04379
   0.69274	   0.04491
   0.68301	   0.04600
   0.67327	   0.04707
   0.66355	   0.04813
   0.65382	   0.04916
   0.64409	   0.05018
   0.63437	   0.05117
   0.62464	   0.05215
   0.61492	   0.05310
   0.60519	   0.05403
   0.59546	   0.05494
   0.58574	   0.05583
   0.57601	   0.05670
   0.56627	   0.05755
   0.55654	   0.05837
   0.54681	   0.05917
   0.53707	   0.05995
   0.52734	   0.06070
   0.51761	   0.06143
   0.50788	   0.06214
   0.49816	   0.06282
   0.48844	   0.06347
   0.47873	   0.06410
   0.46903	   0.06471
   0.45934	   0.06528
   0.44966	   0.06582
   0.44000	   0.06633
   0.43034	   0.06681
   0.42069	   0.06726
   0.41106	   0.06767
   0.40144	   0.06804
   0.39183	   0.06837
   0.38224	   0.06867
   0.37265	   0.06892
   0.36308	   0.06914
   0.35351	   0.06931
   0.34396	   0.06943
   0.33443	   0.06951
   0.32490	   0.06955
   0.31539	   0.06954
   0.30589	   0.06947
   0.29640	   0.06936
   0.28693	   0.06920
   0.27747	   0.06898
   0.26803	   0.06871
   0.25860	   0.06839
   0.24920	   0.06801
   0.23982	   0.06757
   0.23047	   0.06707
   0.22115	   0.06650
   0.21186	   0.06588
   0.20261	   0.06518
   0.19339	   0.06442
   0.18421	   0.06358
   0.17508	   0.06267
   0.16599	   0.06168
   0.15694	   0.06062
   0.14795	   0.05948
   0.13901	   0.05825
   0.13014	   0.05693
